"name"	"description"	"page"
"ptextilis_homolog_ensembl_peptide"	"Eastern brown snake protein or transcript stable ID"	"homologs"
"ptextilis_homolog_chromosome"	"Eastern brown snake chromosome/scaffold name"	"homologs"
"ptextilis_homolog_chrom_start"	"Eastern brown snake chromosome/scaffold start (bp)"	"homologs"
"ptextilis_homolog_chrom_end"	"Eastern brown snake chromosome/scaffold end (bp)"	"homologs"
"ptextilis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"ptextilis_homolog_subtype"	"Last common ancestor with Eastern brown snake"	"homologs"
"ptextilis_homolog_orthology_type"	"Eastern brown snake homology type"	"homologs"
"ptextilis_homolog_perc_id"	"%id. target Eastern brown snake gene identical to query gene"	"homologs"
"ptextilis_homolog_perc_id_r1"	"%id. query gene identical to target Eastern brown snake gene"	"homologs"
"ptextilis_homolog_goc_score"	"Eastern brown snake Gene-order conservation score"	"homologs"
"ptextilis_homolog_orthology_confidence"	"Eastern brown snake orthology confidence [0 low, 1 high]"	"homologs"
"acalliptera_homolog_ensembl_gene"	"Eastern happy gene stable ID"	"homologs"
"acalliptera_homolog_associated_gene_name"	"Eastern happy gene name"	"homologs"
"acalliptera_homolog_ensembl_peptide"	"Eastern happy protein or transcript stable ID"	"homologs"
"acalliptera_homolog_chromosome"	"Eastern happy chromosome/scaffold name"	"homologs"
"acalliptera_homolog_chrom_start"	"Eastern happy chromosome/scaffold start (bp)"	"homologs"
"acalliptera_homolog_chrom_end"	"Eastern happy chromosome/scaffold end (bp)"	"homologs"
"acalliptera_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"acalliptera_homolog_subtype"	"Last common ancestor with Eastern happy"	"homologs"
"acalliptera_homolog_orthology_type"	"Eastern happy homology type"	"homologs"
"acalliptera_homolog_perc_id"	"%id. target Eastern happy gene identical to query gene"	"homologs"
"acalliptera_homolog_perc_id_r1"	"%id. query gene identical to target Eastern happy gene"	"homologs"
"acalliptera_homolog_goc_score"	"Eastern happy Gene-order conservation score"	"homologs"
"acalliptera_homolog_orthology_confidence"	"Eastern happy orthology confidence [0 low, 1 high]"	"homologs"
"eelectricus_homolog_ensembl_gene"	"Electric eel gene stable ID"	"homologs"
"eelectricus_homolog_associated_gene_name"	"Electric eel gene name"	"homologs"
"eelectricus_homolog_ensembl_peptide"	"Electric eel protein or transcript stable ID"	"homologs"
"eelectricus_homolog_chromosome"	"Electric eel chromosome/scaffold name"	"homologs"
"eelectricus_homolog_chrom_start"	"Electric eel chromosome/scaffold start (bp)"	"homologs"
"eelectricus_homolog_chrom_end"	"Electric eel chromosome/scaffold end (bp)"	"homologs"
"eelectricus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"eelectricus_homolog_subtype"	"Last common ancestor with Electric eel"	"homologs"
"eelectricus_homolog_orthology_type"	"Electric eel homology type"	"homologs"
"eelectricus_homolog_perc_id"	"%id. target Electric eel gene identical to query gene"	"homologs"
"eelectricus_homolog_perc_id_r1"	"%id. query gene identical to target Electric eel gene"	"homologs"
"eelectricus_homolog_goc_score"	"Electric eel Gene-order conservation score"	"homologs"
"eelectricus_homolog_orthology_confidence"	"Electric eel orthology confidence [0 low, 1 high]"	"homologs"
"lafricana_homolog_ensembl_gene"	"Elephant gene stable ID"	"homologs"
"lafricana_homolog_associated_gene_name"	"Elephant gene name"	"homologs"
"lafricana_homolog_ensembl_peptide"	"Elephant protein or transcript stable ID"	"homologs"
"lafricana_homolog_chromosome"	"Elephant chromosome/scaffold name"	"homologs"
"lafricana_homolog_chrom_start"	"Elephant chromosome/scaffold start (bp)"	"homologs"
"lafricana_homolog_chrom_end"	"Elephant chromosome/scaffold end (bp)"	"homologs"
"lafricana_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"lafricana_homolog_subtype"	"Last common ancestor with Elephant"	"homologs"
"lafricana_homolog_orthology_type"	"Elephant homology type"	"homologs"
"lafricana_homolog_perc_id"	"%id. target Elephant gene identical to query gene"	"homologs"
"lafricana_homolog_perc_id_r1"	"%id. query gene identical to target Elephant gene"	"homologs"
"lafricana_homolog_goc_score"	"Elephant Gene-order conservation score"	"homologs"
"lafricana_homolog_wga_coverage"	"Elephant Whole-genome alignment coverage"	"homologs"
"lafricana_homolog_orthology_confidence"	"Elephant orthology confidence [0 low, 1 high]"	"homologs"
"cmilii_homolog_ensembl_gene"	"Elephant shark gene stable ID"	"homologs"
"cmilii_homolog_associated_gene_name"	"Elephant shark gene name"	"homologs"
"cmilii_homolog_ensembl_peptide"	"Elephant shark protein or transcript stable ID"	"homologs"
"cmilii_homolog_chromosome"	"Elephant shark chromosome/scaffold name"	"homologs"
"cmilii_homolog_chrom_start"	"Elephant shark chromosome/scaffold start (bp)"	"homologs"
"cmilii_homolog_chrom_end"	"Elephant shark chromosome/scaffold end (bp)"	"homologs"
"cmilii_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"cmilii_homolog_subtype"	"Last common ancestor with Elephant shark"	"homologs"
"cmilii_homolog_orthology_type"	"Elephant shark homology type"	"homologs"
"cmilii_homolog_perc_id"	"%id. target Elephant shark gene identical to query gene"	"homologs"
"cmilii_homolog_perc_id_r1"	"%id. query gene identical to target Elephant shark gene"	"homologs"
"cmilii_homolog_orthology_confidence"	"Elephant shark orthology confidence [0 low, 1 high]"	"homologs"
"svulgaris_homolog_ensembl_gene"	"Eurasian red squirrel gene stable ID"	"homologs"
"svulgaris_homolog_associated_gene_name"	"Eurasian red squirrel gene name"	"homologs"
"svulgaris_homolog_ensembl_peptide"	"Eurasian red squirrel protein or transcript stable ID"	"homologs"
"svulgaris_homolog_chromosome"	"Eurasian red squirrel chromosome/scaffold name"	"homologs"
"svulgaris_homolog_chrom_start"	"Eurasian red squirrel chromosome/scaffold start (bp)"	"homologs"
"svulgaris_homolog_chrom_end"	"Eurasian red squirrel chromosome/scaffold end (bp)"	"homologs"
"svulgaris_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"svulgaris_homolog_subtype"	"Last common ancestor with Eurasian red squirrel"	"homologs"
"svulgaris_homolog_orthology_type"	"Eurasian red squirrel homology type"	"homologs"
"svulgaris_homolog_perc_id"	"%id. target Eurasian red squirrel gene identical to query gene"	"homologs"
"svulgaris_homolog_perc_id_r1"	"%id. query gene identical to target Eurasian red squirrel gene"	"homologs"
"svulgaris_homolog_goc_score"	"Eurasian red squirrel Gene-order conservation score"	"homologs"
"svulgaris_homolog_wga_coverage"	"Eurasian red squirrel Whole-genome alignment coverage"	"homologs"
"svulgaris_homolog_orthology_confidence"	"Eurasian red squirrel orthology confidence [0 low, 1 high]"	"homologs"
"dlabrax_homolog_ensembl_gene"	"European seabass gene stable ID"	"homologs"
"dlabrax_homolog_associated_gene_name"	"European seabass gene name"	"homologs"
"dlabrax_homolog_ensembl_peptide"	"European seabass protein or transcript stable ID"	"homologs"
"dlabrax_homolog_chromosome"	"European seabass chromosome/scaffold name"	"homologs"
"dlabrax_homolog_chrom_start"	"European seabass chromosome/scaffold start (bp)"	"homologs"
"dlabrax_homolog_chrom_end"	"European seabass chromosome/scaffold end (bp)"	"homologs"
"dlabrax_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"dlabrax_homolog_subtype"	"Last common ancestor with European seabass"	"homologs"
"dlabrax_homolog_orthology_type"	"European seabass homology type"	"homologs"
"dlabrax_homolog_perc_id"	"%id. target European seabass gene identical to query gene"	"homologs"
"dlabrax_homolog_perc_id_r1"	"%id. query gene identical to target European seabass gene"	"homologs"
"dlabrax_homolog_goc_score"	"European seabass Gene-order conservation score"	"homologs"
"dlabrax_homolog_orthology_confidence"	"European seabass orthology confidence [0 low, 1 high]"	"homologs"
"mpfuro_homolog_ensembl_gene"	"Ferret gene stable ID"	"homologs"
"mpfuro_homolog_associated_gene_name"	"Ferret gene name"	"homologs"
"mpfuro_homolog_ensembl_peptide"	"Ferret protein or transcript stable ID"	"homologs"
"mpfuro_homolog_chromosome"	"Ferret chromosome/scaffold name"	"homologs"
"mpfuro_homolog_chrom_start"	"Ferret chromosome/scaffold start (bp)"	"homologs"
"mpfuro_homolog_chrom_end"	"Ferret chromosome/scaffold end (bp)"	"homologs"
"mpfuro_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mpfuro_homolog_subtype"	"Last common ancestor with Ferret"	"homologs"
"mpfuro_homolog_orthology_type"	"Ferret homology type"	"homologs"
"mpfuro_homolog_perc_id"	"%id. target Ferret gene identical to query gene"	"homologs"
"mpfuro_homolog_perc_id_r1"	"%id. query gene identical to target Ferret gene"	"homologs"
"mpfuro_homolog_goc_score"	"Ferret Gene-order conservation score"	"homologs"
"mpfuro_homolog_orthology_confidence"	"Ferret orthology confidence [0 low, 1 high]"	"homologs"
"trubripes_homolog_ensembl_gene"	"Fugu gene stable ID"	"homologs"
"trubripes_homolog_associated_gene_name"	"Fugu gene name"	"homologs"
"trubripes_homolog_ensembl_peptide"	"Fugu protein or transcript stable ID"	"homologs"
"trubripes_homolog_chromosome"	"Fugu chromosome/scaffold name"	"homologs"
"trubripes_homolog_chrom_start"	"Fugu chromosome/scaffold start (bp)"	"homologs"
"trubripes_homolog_chrom_end"	"Fugu chromosome/scaffold end (bp)"	"homologs"
"trubripes_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"trubripes_homolog_subtype"	"Last common ancestor with Fugu"	"homologs"
"trubripes_homolog_orthology_type"	"Fugu homology type"	"homologs"
"trubripes_homolog_perc_id"	"%id. target Fugu gene identical to query gene"	"homologs"
"trubripes_homolog_perc_id_r1"	"%id. query gene identical to target Fugu gene"	"homologs"
"trubripes_homolog_goc_score"	"Fugu Gene-order conservation score"	"homologs"
"trubripes_homolog_orthology_confidence"	"Fugu orthology confidence [0 low, 1 high]"	"homologs"
"amelanoleuca_homolog_ensembl_gene"	"Giant panda gene stable ID"	"homologs"
"amelanoleuca_homolog_associated_gene_name"	"Giant panda gene name"	"homologs"
"amelanoleuca_homolog_ensembl_peptide"	"Giant panda protein or transcript stable ID"	"homologs"
"amelanoleuca_homolog_chromosome"	"Giant panda chromosome/scaffold name"	"homologs"
"amelanoleuca_homolog_chrom_start"	"Giant panda chromosome/scaffold start (bp)"	"homologs"
"amelanoleuca_homolog_chrom_end"	"Giant panda chromosome/scaffold end (bp)"	"homologs"
"amelanoleuca_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"amelanoleuca_homolog_subtype"	"Last common ancestor with Giant panda"	"homologs"
"amelanoleuca_homolog_orthology_type"	"Giant panda homology type"	"homologs"
"amelanoleuca_homolog_perc_id"	"%id. target Giant panda gene identical to query gene"	"homologs"
"amelanoleuca_homolog_perc_id_r1"	"%id. query gene identical to target Giant panda gene"	"homologs"
"amelanoleuca_homolog_goc_score"	"Giant panda Gene-order conservation score"	"homologs"
"amelanoleuca_homolog_orthology_confidence"	"Giant panda orthology confidence [0 low, 1 high]"	"homologs"
"nleucogenys_homolog_ensembl_gene"	"Gibbon gene stable ID"	"homologs"
"nleucogenys_homolog_associated_gene_name"	"Gibbon gene name"	"homologs"
"nleucogenys_homolog_ensembl_peptide"	"Gibbon protein or transcript stable ID"	"homologs"
"nleucogenys_homolog_chromosome"	"Gibbon chromosome/scaffold name"	"homologs"
"nleucogenys_homolog_chrom_start"	"Gibbon chromosome/scaffold start (bp)"	"homologs"
"nleucogenys_homolog_chrom_end"	"Gibbon chromosome/scaffold end (bp)"	"homologs"
"nleucogenys_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"nleucogenys_homolog_subtype"	"Last common ancestor with Gibbon"	"homologs"
"nleucogenys_homolog_orthology_type"	"Gibbon homology type"	"homologs"
"nleucogenys_homolog_perc_id"	"%id. target Gibbon gene identical to query gene"	"homologs"
"nleucogenys_homolog_perc_id_r1"	"%id. query gene identical to target Gibbon gene"	"homologs"
"nleucogenys_homolog_goc_score"	"Gibbon Gene-order conservation score"	"homologs"
"nleucogenys_homolog_wga_coverage"	"Gibbon Whole-genome alignment coverage"	"homologs"
"nleucogenys_homolog_orthology_confidence"	"Gibbon orthology confidence [0 low, 1 high]"	"homologs"
"saurata_homolog_ensembl_gene"	"Gilthead seabream gene stable ID"	"homologs"
"saurata_homolog_associated_gene_name"	"Gilthead seabream gene name"	"homologs"
"saurata_homolog_ensembl_peptide"	"Gilthead seabream protein or transcript stable ID"	"homologs"
"saurata_homolog_chromosome"	"Gilthead seabream chromosome/scaffold name"	"homologs"
"saurata_homolog_chrom_start"	"Gilthead seabream chromosome/scaffold start (bp)"	"homologs"
"saurata_homolog_chrom_end"	"Gilthead seabream chromosome/scaffold end (bp)"	"homologs"
"saurata_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"saurata_homolog_subtype"	"Last common ancestor with Gilthead seabream"	"homologs"
"saurata_homolog_orthology_type"	"Gilthead seabream homology type"	"homologs"
"saurata_homolog_perc_id"	"%id. target Gilthead seabream gene identical to query gene"	"homologs"
"saurata_homolog_perc_id_r1"	"%id. query gene identical to target Gilthead seabream gene"	"homologs"
"saurata_homolog_goc_score"	"Gilthead seabream Gene-order conservation score"	"homologs"
"saurata_homolog_orthology_confidence"	"Gilthead seabream orthology confidence [0 low, 1 high]"	"homologs"
"chircus_homolog_ensembl_gene"	"Goat gene stable ID"	"homologs"
"chircus_homolog_associated_gene_name"	"Goat gene name"	"homologs"
"chircus_homolog_ensembl_peptide"	"Goat protein or transcript stable ID"	"homologs"
"chircus_homolog_chromosome"	"Goat chromosome/scaffold name"	"homologs"
"chircus_homolog_chrom_start"	"Goat chromosome/scaffold start (bp)"	"homologs"
"chircus_homolog_chrom_end"	"Goat chromosome/scaffold end (bp)"	"homologs"
"chircus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"chircus_homolog_subtype"	"Last common ancestor with Goat"	"homologs"
"chircus_homolog_orthology_type"	"Goat homology type"	"homologs"
"chircus_homolog_perc_id"	"%id. target Goat gene identical to query gene"	"homologs"
"chircus_homolog_perc_id_r1"	"%id. query gene identical to target Goat gene"	"homologs"
"chircus_homolog_goc_score"	"Goat Gene-order conservation score"	"homologs"
"chircus_homolog_wga_coverage"	"Goat Whole-genome alignment coverage"	"homologs"
"chircus_homolog_orthology_confidence"	"Goat orthology confidence [0 low, 1 high]"	"homologs"
"mauratus_homolog_ensembl_gene"	"Golden Hamster gene stable ID"	"homologs"
"mauratus_homolog_associated_gene_name"	"Golden Hamster gene name"	"homologs"
"mauratus_homolog_ensembl_peptide"	"Golden Hamster protein or transcript stable ID"	"homologs"
"mauratus_homolog_chromosome"	"Golden Hamster chromosome/scaffold name"	"homologs"
"mauratus_homolog_chrom_start"	"Golden Hamster chromosome/scaffold start (bp)"	"homologs"
"mauratus_homolog_chrom_end"	"Golden Hamster chromosome/scaffold end (bp)"	"homologs"
"mauratus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"mauratus_homolog_subtype"	"Last common ancestor with Golden Hamster"	"homologs"
"mauratus_homolog_orthology_type"	"Golden Hamster homology type"	"homologs"
"mauratus_homolog_perc_id"	"%id. target Golden Hamster gene identical to query gene"	"homologs"
"mauratus_homolog_perc_id_r1"	"%id. query gene identical to target Golden Hamster gene"	"homologs"
"mauratus_homolog_goc_score"	"Golden Hamster Gene-order conservation score"	"homologs"
"mauratus_homolog_wga_coverage"	"Golden Hamster Whole-genome alignment coverage"	"homologs"
"mauratus_homolog_orthology_confidence"	"Golden Hamster orthology confidence [0 low, 1 high]"	"homologs"
"acchrysaetos_homolog_ensembl_gene"	"Golden eagle gene stable ID"	"homologs"
"acchrysaetos_homolog_associated_gene_name"	"Golden eagle gene name"	"homologs"
"acchrysaetos_homolog_ensembl_peptide"	"Golden eagle protein or transcript stable ID"	"homologs"
"acchrysaetos_homolog_chromosome"	"Golden eagle chromosome/scaffold name"	"homologs"
"acchrysaetos_homolog_chrom_start"	"Golden eagle chromosome/scaffold start (bp)"	"homologs"
"acchrysaetos_homolog_chrom_end"	"Golden eagle chromosome/scaffold end (bp)"	"homologs"
"acchrysaetos_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"acchrysaetos_homolog_subtype"	"Last common ancestor with Golden eagle"	"homologs"
